ens_id,name,log2FC,aveEXP,t,p-value,q-value
"ENSG00000244242","IFITM10","-2.68","4.99","-13.85","2.45e-31","1.01e-30"
"ENSG00000244682","FCGR2C","-2.73","2.65","-19.29","3.18e-48","8.22e-47"
"ENSG00000257017","HP","-2.29","1.95","-13.51","2.86e-30","1.05e-29"
"ENSG00000257767","ENSG00000257767","-2.31","1.80","-10.54","4.22e-21","6.28e-21"
"ENSG00000262655","SPON1","-2.83","2.55","-24.62","1.33e-63","3.23e-61"
"ENSG00000263155","MYZAP","-2.01","4.60","-11.11","7.91e-23","1.39e-22"
"ENSG00000266074","BAHCC1","-2.04","2.61","-17.85","7.7e-44","1.16e-42"
"ENSG00000266714","MYO15B","-2.09","4.44","-17.88","6.25e-44","9.5e-43"
"ENSG00000269955","FMC1-LUC7L2","-2.20","2.89","-11.85","4.36e-25","9.54e-25"
"ENSG00000274736","CCL23","-2.12","1.69","-16.64","4.27e-40","4.33e-39"
"ENSG00000275896","PRSS2","-2.80","1.86","-15.57","9.41e-37","6.48e-36"
"ENSG00000277586","NEFL","2.07","1.60","9.67","1.62e-18","1.89e-18"
