ens_id,name,log2FC,aveEXP,t,p-value,q-value
"ENSG00000091436","MAP3K20","-2.25","3.17","-10.54","2.62e-23","1.76e-22"
"ENSG00000091651","ORC6","2.08","3.33","11.67","1.39e-27","1.38e-26"
"ENSG00000091986","CCDC80","-2.22","4.16","-5.75","1.71e-08","2.57e-08"
"ENSG00000093009","CDC45","2.57","3.72","13.43","1.15e-34","2.09e-33"
"ENSG00000094804","CDC6","2.15","3.33","10.57","2.17e-23","1.47e-22"
"ENSG00000095303","PTGS1","-3.77","2.65","-11.26","5.27e-26","4.57e-25"
"ENSG00000095637","SORBS1","-4.15","2.43","-13.54","3.86e-35","7.4e-34"
"ENSG00000095713","CRTAC1","-2.24","1.95","-5.02","7.55e-07","8.85e-07"
"ENSG00000096060","FKBP5","-2.09","3.58","-7.47","4.3e-13","1.12e-12"
"ENSG00000099953","MMP11","3.31","5.01","7.64","1.4e-13","3.79e-13"
"ENSG00000100162","CENPM","2.44","4.18","13.42","1.28e-34","2.31e-33"
"ENSG00000100307","CBX7","-2.64","3.10","-15.14","6.17e-42","2.17e-40"
"ENSG00000100448","CTSG","-2.31","1.30","-8.66","9.33e-17","3.45e-16"
"ENSG00000100526","CDKN3","2.11","4.30","9.56","8.87e-20","4.43e-19"
"ENSG00000100628","ASB2","-2.83","1.50","-13.61","2.1e-35","4.08e-34"
"ENSG00000101003","GINS1","2.02","3.00","11.41","1.48e-26","1.35e-25"
"ENSG00000101057","MYBL2","3.52","4.83","13.13","2.03e-33","3.35e-32"
"ENSG00000101333","PLCB4","-2.25","1.07","-13.08","3.08e-33","4.95e-32"
"ENSG00000101335","MYL9","-3.73","7.31","-10.63","1.21e-23","8.43e-23"
"ENSG00000101605","MYOM1","-2.27","1.00","-14.29","2.82e-38","7.27e-37"
"ENSG00000101938","CHRDL1","-3.04","0.96","-13.57","3.09e-35","5.95e-34"
"ENSG00000101955","SRPX","-3.40","2.86","-11.12","1.81e-25","1.5e-24"
"ENSG00000103175","WFDC1","-2.44","3.00","-10.26","2.92e-22","1.78e-21"
"ENSG00000103196","CRISPLD2","-2.68","3.53","-10.06","1.54e-21","8.73e-21"
"ENSG00000103241","FOXF1","-3.27","1.98","-16.05","6.6e-46","3.2e-44"
"ENSG00000103316","CRYM","-2.53","1.43","-10.05","1.63e-21","9.24e-21"
"ENSG00000103710","RASL12","-2.78","1.99","-13.10","2.8e-33","4.53e-32"
"ENSG00000104332","SFRP1","-2.65","1.53","-9.23","1.16e-18","5.27e-18"
"ENSG00000104413","ESRP1","2.12","5.58","8.12","4.72e-15","1.47e-14"
"ENSG00000104892","KLC3","2.06","2.69","7.10","5.22e-12","1.22e-11"
"ENSG00000105011","ASF1B","2.68","4.16","13.93","9.83e-37","2.1e-35"
"ENSG00000105048","TNNT1","2.16","2.53","5.64","3e-08","4.34e-08"
"ENSG00000105141","CASP14","2.08","2.29","4.11","4.72e-05","4.07e-05"
"ENSG00000105270","CLIP3","-2.93","2.33","-12.06","4.36e-29","4.86e-28"
"ENSG00000105699","LSR","2.18","7.18","9.02","6.06e-18","2.55e-17"
"ENSG00000105974","CAV1","-2.03","5.34","-5.89","7.82e-09","1.24e-08"
"ENSG00000106034","CPED1","-2.54","1.27","-14.27","3.33e-38","8.44e-37"
"ENSG00000106772","PRUNE2","-3.68","1.57","-13.53","4.29e-35","8.17e-34"
"ENSG00000106809","OGN","-3.28","0.92","-14.72","3.97e-40","1.19e-38"
"ENSG00000107159","CA9","3.00","3.46","6.39","4.26e-10","7.93e-10"
"ENSG00000107317","PTGDS","-2.78","4.56","-6.89","1.93e-11","4.23e-11"
"ENSG00000107562","CXCL12","-2.77","3.11","-8.46","4.16e-16","1.44e-15"
"ENSG00000107796","ACTA2","-3.65","7.57","-10.36","1.22e-22","7.72e-22"
"ENSG00000107954","NEURL1","-2.02","0.99","-9.10","3.28e-18","1.41e-17"
"ENSG00000108405","P2RX1","-3.86","1.23","-15.52","1.42e-43","5.6e-42"
"ENSG00000108551","RASD1","-2.02","2.11","-7.76","6.22e-14","1.74e-13"
"ENSG00000108823","SGCA","-3.40","1.64","-13.12","2.22e-33","3.65e-32"
"ENSG00000108924","HLF","-2.88","0.59","-25.19","4.24e-87","6.3e-84"
"ENSG00000109099","PMP22","-2.43","4.64","-8.32","1.12e-15","3.72e-15"
"ENSG00000109610","SOD3","-2.88","3.94","-8.90","1.48e-17","5.94e-17"
"ENSG00000109794","FAM149A","-2.08","1.87","-9.27","8.47e-19","3.88e-18"
"ENSG00000109805","NCAPG","2.15","3.02","11.41","1.46e-26","1.33e-25"
"ENSG00000109846","CRYAB","-3.69","4.29","-10.85","1.85e-24","1.4e-23"
"ENSG00000109906","ZBTB16","-2.88","0.74","-18.41","2.07e-56","2.31e-54"
